Date,Article Title,Operative,City/Town,State/Provence,Country,Reference,NumberPeopleAffected,OutageDurationMinutes
10/15/2016,Squirrel causes Lake Geneva power outage,Squirrel,Lake Geneva,WI,United States,http://www.gazettextra.com/20161015/squirrel_causes_lake_geneva_power_outage,3776,126
10/14/2016,Squirrel Causes Power Outage,Squirrel,Hibbing,MN,United States,http://www.hibbingmn.com/news/local/squirrel-causes-power-outage/article_72895fb8-922b-11e6-ac14-4f8b0f0dca72.html,,10
10/13/2016,Woodpeckers blamed for ten-hour power outage,Bird,Oban,,United Kingdom,http://www.scotsman.com/news/woodpeckers-blamed-for-ten-hour-power-outage-1-4257380,,600
10/13/2016,Critter cause of afternoon power outage in Northampton ,unknown,Northampton,MA,United States,http://www.gazettenet.com/power-outage-5370037,5200,29
10/8/2016,"Raccoon causes power outages in Brown, Manitowoc counties",Raccoon,Denmark,WI,United States,http://fox11online.com/news/local/green-bay/power-outages-in-brown-manitowoc-counties,2400,
10/8/2016,Power restored in southeastern Monroe County,Unknown,Monroe,MI,United States,http://www.monroenews.com/news/20161008/power-restored-in-southeastern-monroe-county,1800,
10/7/2016,That's nuts! Squirrel makes lights flicker on Bailey Circle,Squirrel,Greenwood,SC,United States,http://www.indexjournal.com/news/That-s-nuts-Squirrel-makes-lights-flicker-on-Bailey-Circle-18469402,,
10/7/2016,Squirrel leaves several thousand without power in south Wichita,Squirrel,Wichita,KS,United States,http://www.kansas.com/news/local/article106734537.html,6300,130
10/6/2016,Electricity restored after widespread power outage in Pueblo West,Bird,Pueblo West,CO,United States,http://www.krdo.com/news/pueblo/san-isabel-electric-working-to-repair-power-outage/107576309,3000,
10/6/2016,"Animal causes outage in Clayton, power to be restored soon",Unknown,Clayton,OH,United States,http://www.whio.com/news/animal-causes-outage-clayton-power-restored-soon/YY8KfFptPuXtN1WLbMjaaN/,1700,
10/4/2016,Squirrel causes power outage in Wausau,Squirrel,Wausau,WI,United States,http://www.wsaw.com/content/news/Squirrel-causes-power-outage-in-Wausau-395799251.html,,59
10/4/2016,Snake blamed for outage that cut power to thousands in Boulder,Snake,Boulder,CO,United States,http://www.dailycamera.com/news/boulder/ci_30431779/xcel-energy-working-repair-power-outages-across-boulder,3300,
10/2/2016,Squirrels knock out power to thousands in Missoula,Squirrel,Missoula,MT,United States,http://www.kbzk.com/story/33298897/squirrels-knock-out-power-to-thousands-in-missoula,3500,60
10/2/2016,Squirrels knock out power to thousands in Missoula,Squirrel,Missoula,MT,United States,http://www.kbzk.com/story/33298897/squirrels-knock-out-power-to-thousands-in-missoula,2000,120
10/1/2016,Weekend power outage in Great Falls caused by a bird,Bird,Great Falls,MT,United States,http://www.krtv.com/story/33294557/weekend-power-outage-in-great-falls-caused-by-a-bird,5400,180
9/28/2016,Rio Rancho schools say snakes caused power outage,Snake,Rio Rancho,NM,United States,http://www.koat.com/news/rio-rancho-schools-say-snakes-cause-power-outage/41875470,,
9/27/2016,Raccoon leads to massive Stillwater power outage,Raccoon,Stillwater,OK,United States,http://www.ocolly.com/news/article_1894c806-8526-11e6-bfcd-6f1bc02ae9be.html,,
9/27/2016,Rat cuts power to Ellensburg,Rat,Ellensburg,WA,United States,http://www.dailyrecordnews.com/news/rat-cuts-power-to-ellensburg/article_39b042b1-b6fa-5a0c-9cbb-23db538361dd.html,,45
9/27/2016,Overnight Outage Affects Thousands,unknown,Lexington,KY,United States,http://www.lex18.com/story/33256312/overnight-outage-affects-thousands,3000,
9/27/2016,Raccoon causes power outage,Raccoon,Warrensburg,MO,United States,http://www.dailystarjournal.com/news/local/raccoon-causes-power-outage/article_3b4dabb3-fbde-549d-ab28-40a1f3ed976f.html,2910,40
9/26/2016,Squirrel Apparently Causes Power Outage in Paducah,Squirrel,Paducah,KY,United States,http://www.westkentuckystar.com/News/Local-Regional/McCracken-County/Squirrel-Apprently-Causes-Power-Outage-in-Paducah.aspx,800,30
9/25/2016,Squirrel causes power outage in city of Midland,Squirrel,Midland,MI,United States,http://www.ourmidland.com/news/article/Midday-power-outage-strikes-Midland-9283490.php,4112,
9/24/2016,Bird blows a fuse,Bird,Kelwona,BC,Canada,http://www.castanet.net/news/Kelowna/176719/Bird-blows-a-fuse,,
9/24/2016,Power restored to thousands after substation repair,unknown,Troy,OH,United States,http://www.daytondailynews.com/news/news/local/over-3800-miami-county-dpl-customers-without-power/nsdw5/,3800,53
9/24/2016,Squirrel knocks out power to thousands of Avista customers,Squirrel,Spokane,WA,United States,http://www.myfoxspokane.com/squirrel-knocks-out-power-to-thousands-of-avista-customers/,2400,
9/22/2016,Animal causes Kelowna electrical shortage,Unknown,Kelowna,BC,Canada,http://www.kelownacapnews.com/news/394457321.html,,
9/22/2016,"Kinda nuts: Squirrel shorts out power in parts of Waltham, Watertown",Squirrel,Waltham,MA,United States,http://patch.com/massachusetts/waltham/squirrel-causes-mass-outages-waltham-watertown,4000,60
9/21/2016,NB Power believes Fredericton power outage caused by wildlife,Unknown,Fredericton,NB,Canada,http://www.cbc.ca/news/canada/new-brunswick/customers-power-outage-1.3771986,10000,
9/20/2016,#Dartmouth outage unfortunately caused by osprey nest. No evidence of injured osprey. ,Bird,Dartmouth,NS,Canada,https://twitter.com/nspowerinc/status/778314824862330880,,
9/20/2016,Squirrel sparks Studley St. outage in Sonoma,Squirrel,Sonoma,CA,United States,http://www.sonomanews.com/news/6110502-181/squirrel-sparks-studely-st-outage,105,30
9/19/2016,Squirrel caused power outage in Chicopee,Squirrel,Chicopee,MA,United States,http://wwlp.com/2016/09/19/squirrel-caused-power-outage-in-chicopee/,,
9/19/2016,Snake causes massive power outage in Gloucester County,Snake,Gloucester Courthouse,VA,United States,http://wavy.com/2016/09/19/snake-causes-massive-power-outage-in-gloucester-county/,9246,60
9/18/2016,Crows cause power outage at Norfolk International Airport,Bird,Norfolk,VA,United States,http://pilotonline.com/news/local/crows-cause-power-outage-at-norfolk-international-airport/article_b32692c1-8300-5d05-a364-3b487299992c.html,2000,
9/17/2016,"Power restored to more than 1,000 cutomers in North Austin",Bird,Austin,TX,United States,http://www.statesman.com/news/news/local/power-restored-to-more-than-1000-cutomers-in-north/nsZnx/,1034,
9/16/2016,S-Bahn evacuated - S6 probably disturbed until 22:00,Bird,Aachen,Ruhr,Germany,http://www.derwesten.de/staedte/essen/massive-verspaetungen-bei-der-bahn-im-revier-id12199228.html,,
9/15/2016,"Electrocuted Squirrel Knocks Out Power To 5,000 In Castro Valley",Squirrel,Castro Valley,CA,United States,http://sanfrancisco.cbslocal.com/2016/09/15/squirrel-power-outage-castro-valley/,5000,90
9/15/2016,Crews in Ellison Glenmore area of #Kelowna have restored power. Cause: bird.,Bird,Kelowna,BC,Canada,https://twitter.com/fortisbc/status/776520971750674432,335,
9/14/2016,Power outages affect midtown,Squirrel,Vicksburg,MS,United States,http://www.vicksburgpost.com/2016/09/14/power-outages-affect-midtown/,141,45
9/13/2016,Large power outage shuts down streetlights,Bird,Hudson,WI,United States,http://www.hudsonstarobserver.com/news/4114236-large-power-outage-shuts-down-streetlights,6329,38
9/13/2016,"Waukee power outage caused by animal, MidAmerican says",Unknown,Waukee,IA,United States,http://www.desmoinesregister.com/story/news/local/waukee/2016/09/13/more-than-3800-without-power-waukee/90304818/,3822,
9/13/2016,RACCOON CAUSES LATE NIGHT POWER OUTAGE,Raccoon,Galesburg,IL,United States,http://www.wgil.com/2016/09/13/raccoon-causes-late-night-power-outage/,800,
9/11/2016,Power restored in Rutherford County,Squirrel,Murfreesboro,TN,United States,http://www.dnj.com/story/news/2016/09/11/more-than-9000-without-power-rutherford-county/90224164/,9400,
9/11/2016,"Fallen power cables on Velator Road, Braunton, causing power cuts and affecting traffic",Bird,Braunton,North Devon,United Kingdom,http://www.northdevonjournal.co.uk/fallen-power-cables-on-velator-road-braunton-causing-power-cuts-and-affecting-traffic/story-29704996-detail/story.html,158,
9/9/2016,Pinewood area residents going squirrelly over power outage,Squirrel,North Bay,ON,Canada,https://www.baytoday.ca/local-news/pinewood-area-residents-going-squirrelly-over-power-outage-410492,,
9/8/2016,Rodent causes power outage,Beaver,Lynn,AR,United States,http://www.kait8.com/story/33053113/rodent-causes-power-outage,400,
9/8/2016,Outage knocks out power to downtown Los Banos,Bird,Los Banos,CA,United States,http://www.mercedsunstar.com/news/article100746762.html,39,70
9/7/2016,BIRD CAUSES WILLIAMS LAKE POWER OUTAGE,Bird,Williams Lake,BC,Canada,http://www.mycariboonow.com/14070/bird-cause-williams-lake-power-outage/,,20
9/6/2016,Raccoon blamed for Westar outage,Raccoon,Independance,KS,United States,http://indydailyreporter.com/Content/News/News/Article/Raccoon-blamed-for-Westar-outage/1/98/26117,2468,
9/6/2016,UPDATE: Power restored in Pendleton,Bird,Pendleton,OR,United States,http://www.eastoregonian.com/eo/local-news/20160906/bird-nest-knocks-out-power-in-pendleton,1500,
9/5/2016,AP&T: Birds to blame for two recent power outages,Bird,Haines,AK,United States,http://khns.org/apt-birds-to-blame-for-two-recent-power-outages,,15
9/5/2016,Birds knock power out,Bird,Penticton,BC,Canada,http://www.castanet.net/news/Penticton/175115/Birds-knock-power-out,1000,
9/5/2016,Birds knock power out,Bird,Penticton,BC,Canada,http://www.castanet.net/news/Penticton/175115/Birds-knock-power-out,10,
9/4/2016,"mall outage due to animal contact, Manhattan Dr./St. Mary St. area.",unknown,Burlington,VT,United States,https://twitter.com/BurlingtonElec/status/772600953291898881,,
9/2/2016,Beaver Causes Black Out in Slippery Rock,Beaver,Slippery Rock,PA,United States,http://www.wcn247.com/beaver-causes-black-slippery-rock/,10000,1
9/2/2016,Power outage over,Bird,Vernon,BC,Canada,http://www.castanet.net/news/Vernon/174967/Power-outage-over,2000,150
8/31/2016,Squirrel responsible for outage,Squirrel,Brazil,IN,United States,http://www.thebraziltimes.com/story/2335108.html,3600,210
8/31/2016,"Update: Power back for 1,300-plus Hydro customers in Sooke, Metchosin",Bird,Sooke,BC,Canada,http://www.timescolonist.com/update-power-back-for-1-300-plus-hydro-customers-in-sooke-metchosin-1.2334255,1300,
8/30/2016,The outage was actually caused by a bird.,Bird,Nashville,TN,United States,https://twitter.com/NESpower/status/770627569456672768,,
8/30/2016,Palmerston North central city power cut caused by magpie,Bird,Palmerston,,New Zealand,http://www.stuff.co.nz/manawatu-standard/news/83699728/palmerston-north-central-city-power-cut,2400,10
8/29/2016,Fleeing mice a factor in stubborn stubble fire at Frog Hollow,Bird,Touchet,WA,United States,http://www.union-bulletin.com/local/fleeing-mice-a-factor-in-stubborn-stubble-fire-at-frog/article_b4b1e5de-6e15-11e6-8c79-7fc926d9f41b.html,,
8/25/2016,Officials: Bar Fire caused by bird hitting power lines,Bird,Goleta,CA,United States,http://www.ksby.com/story/32843774/officials-bar-fire-caused-by-bird-hitting-power-lines,,
8/25/2016,"3,500 without power in Carrollton, Black Pearl, Audubon, Entergy says",Squirrel,Carrollton,LA,United States,http://www.nola.com/business/index.ssf/2016/08/power_outage_carrollton_enterg.html,3500,
8/25/2016,"Déménagement spectaculaire d'un nid de cigognes, après une coupure d'électricité à Decize",Bird,Decize,,France,http://www.lejdc.fr/decize/insolite/2016/08/25/demenagement-spectaculaire-d-un-nid-de-cigognes-apres-une-coupure-d-electricite-a-decize_12045406.html,100,
8/24/2016,"Raccoons cause disturbance, power outage in Charlottetown",Raccoon,Charlottetown,PEI,Canada,http://www.theguardian.pe.ca/News/Local/2016-08-24/article-4623437/Raccoons-cause-disturbance%2C-power-outage-in-Charlottetown/1,,
8/24/2016,Brisbane electricity: Bird knocks out power in Coorparoo,Bird,Coorparoo,QLD,Australia,http://www.couriermail.com.au/news/queensland/brisbane-electricity-bird-knocks-out-power-in-coorparoo/news-story/ae04119e7c782c25d019664269d6976b,2500,90
8/23/2016,"Errant bird likely cause of transformer explosion and power outage in Whately, officials say",Bird,Whately,MA,United States,http://www.masslive.com/news/index.ssf/2016/08/errant_bird_likely_cause_of_tr.html,,
8/23/2016,"Power restored to some 2,500 Hydro One customers",unknown,Sudbury,ON,Canada,https://www.sudbury.com/local-news/power-outage-for-nearly-2500-hydro-one-customers-373216,2500,
8/23/2016,Squirrel Causes Power Outages in Tallahassee,Squirrel,Tallahassee,FL,United States,http://www.wtxl.com/news/squirrel-causes-power-outages-in-tallahassee/article_61b481ec-6943-11e6-9da8-77f26e301d9d.html,1055,
8/23/2016,Bird knocks out electricity in Whately,Bird,Whately,MA,United States,http://wwlp.com/2016/08/23/bird-blamed-for-power-outage-hazardous-materials-situation-in-whately/,524,
8/22/2016, There was a bird in the line that caused the outage. ,Bird,Columbus,OH,United States,https://twitter.com/AEPOhio/status/767889467176849410,,
8/21/2016,Elephant electrocuted in Megamalai Wildlife Sanctuary in Tamil Nadu,Elephant,Maduri,Tamil Nadu,India,http://timesofindia.indiatimes.com/home/environment/Elephant-electrocuted-in-Megamalai-Wildlife-Sanctuary-in-Tamil-Nadu/articleshow/53797795.cms?from=mdr,,
8/21/2016,"Unlucky squirrel remembered, blamed for outage",Squirrel,Vancouver,BC,Canada,http://www.cknw.com/2016/08/21/215212/,6000,90
8/20/2016,Power restored to more than 900 customers in Cape Girardeau Co.,Squirrel,Jackson,MO,United States,http://m.kfvs12.com/kfvs12/db_349220/contentdetail.htm?contentguid=qxwDbnZK,900,
8/19/2016,AP&T: Birds to blame for two recent power outages,Bird,Haines,AK,United States,http://khns.org/apt-birds-to-blame-for-two-recent-power-outages,140,
8/19/2016,Squirrel causes power outage near Buffalo airport,Squirrel,Cheektowaga,NY,United States,http://www.upi.com/Odd_News/2016/08/19/Squirrel-causes-power-outage-near-Buffalo-airport/4581471628000/,25,
8/17/2016,Starlings cause power outages,Bird,Cody,WY,United States,http://www.codyenterprise.com/news/local/article_257ebd6a-64bf-11e6-b803-cfe23c1f0f0e.html,,
8/17/2016,Animal blamed for power outage in capital region,unknown,Victoria,BC,Canada,http://www.timescolonist.com/news/local/animal-blamed-for-power-outage-in-capital-region-1.2324409,,75
8/17/2016,Ausgrid blames wildlife for some electricity interruptions in the Maitland area,unknown,Maitland,NSW,Australia,http://www.maitlandmercury.com.au/story/4099566/wildlife-may-be-to-blame-for-outages/,,
8/17/2016,Osprey nest causes power outage,Bird,Orleans,NY,United States,http://www.informnny.com/news/local-news/osprey-nest-causes-power-outage,2200,
8/16/2016,"Squirrel Causes Explosion, Power Outage in Menlo Park: Fire Officials",Squirrel,Menlo Park,CA,United States,http://www.nbcbayarea.com/news/local/Squirrel-Causes-Explosion-Power-Outage-in-Menlo-Park-Fire-Officials-390402502.html,,
8/16/2016,Bird Nest Causes Northern Jefferson Power Outage,Bird,Collins Landing,NY,United States,http://www.wwnytv.com/news/local/Bird-Nest-Causes-Northern-Jefferson-Power-Outage-390294651.html,2000,
8/15/2016,Power restored after squirrel causes outage,Squirrel,Sunnyside,WA,United States,http://www.dailysunnews.com/news/2016/aug/16/power-restored-after-squirrel-causes-outage/,6389,416
8/14/2016,Power Outage,Unknown,Rutland,BC,Canada,http://www.castanet.net/news/Kelowna/173197/Power-restored,,65
8/14/2016,Power has been restored in Lynchburg; outage caused by bird,Bird,Lynchburg,VA,United States,http://wset.com/news/local/power-outage-in-lynchburg-caused-by-bird,1700,
8/13/2016,Outage History,Unknown,Santa Clara,CA,United States,http://www.siliconvalleypower.com/svp-and-community/outages-and-alerts/outages/outage-history,,
8/13/2016,Ausgrid blames wildlife for some electricity interruptions in the Maitland area,Bird,Maitland,NSW,Australia,http://www.maitlandmercury.com.au/story/4097384/wildlife-to-blame-for-surge-in-power/,,
8/12/2016,Bird’s nest to blame for power outage,Bird,Gaffney,SC,United States,http://www.gaffneyledger.com/news/2016-08-12/Local_News/Birds_nest_to_blame_for_power_outage.html,2500,
